firmname,firmfounding,firmstate,firmzip,firmtype,firmmsa,firmtype2,d,remove
KEY Investment Partners LLC,2019.1.1,CO,80202,Private Equity Firm,2080,IVC,1,
KG Capital Corp,1981.3.1,NY,14618,Private Equity Firm,6840,IVC,1,
KGC Capital LLC,2004.3.17,IL,60614,Private Equity Firm,1600,IVC,1,
KHP Capital Partners LP,2016.1.1,CA,94101,Private Equity Firm,7360,IVC,1,
KID Venture Capital LLC,2020.1.1,MD,21201,Private Equity Firm,720,IVC,1,
KJM Capital LLC,2014.1.1,FL,32817,Private Equity Firm,5960,IVC,1,
KKR & Co Inc,1976.5.1,NY,10001,Private Equity Firm,5600,IVC,1,
KLH Capital LP,2004.1.1,FL,33606,Private Equity Firm,8280,IVC,1,
KMMT Capital,2016.1.1,FL,32202,Investment Management Firm,3600,Financial,1,
KMZ Investment Partnership,1985.1.1,UN,NA,Private Equity Firm,0,IVC,1,
KOPVENCO(KOPPERS CO/BNS INC),1979.1.1,PA,15001,Corporate PE/Venture,6280,CVC,1,
KORE Software Capital LLC,2016.1.1,NY,10001,Corporate PE/Venture,5600,CVC,1,
KOREA AMERICA FINANCIAL,1991.5.1,CA,90010,Bank Affiliated,4480,Financial,1,
KPC Healthcare Inc,1988.12.20,UN,NA,Other,0,Other,1,
KPMG LLP,1999.1.1,NY,10154,Service Provider,5600,Other,1,
KPS Capital Partners LP,1997.1.1,NY,10017,Private Equity Firm,5600,IVC,1,
KRB Enterprises Inc,1987.1.1,MA,2301,Private Equity Firm,1200,IVC,1,
KRG Capital Partners LLC,1996.1.1,CO,80202,Private Equity Firm,2080,IVC,1,
KRH Management LP,2021.1.1,CA,94109,Private Equity Firm,7360,IVC,1,
KRI Capital Partners,1996.1.1,OH,44067,Private Equity Firm,80,IVC,1,
KS Sweet Associates,1992.1.1,PA,19087,Private Equity Firm,6160,IVC,1,
KSK Angel Fund LLC,2019.1.1,CA,92101,Angel Group,7320,Angel,1,
KSL Capital Partners LLC,2005.1.1,CO,80206,Private Equity Firm,2080,IVC,1,
KSV Global Innovations LP,2019.1.1,MA,2115,Private Equity Firm,1120,IVC,1,
KT Capital Management LLC,2008.1.1,GA,30328,Private Equity Firm,520,IVC,1,
KT Equity Partners LLC,2014.12.19,KS,66614,Private Equity Firm,8440,IVC,1,
KTB Ventures Inc,1988.1.1,CA,94111,Private Equity Firm,7360,IVC,1,
KTR Capital Partners LLC,2004.11.1,NY,10005,Private Equity Firm,5600,IVC,1,
KYOCERA International Inc,1979.1.1,CA,92123,Corporate PE/Venture,7320,CVC,1,
Kahala Investments Inc,1978.1.1,TX,75225,Investment Management Firm,1920,Financial,1,
Kaho Partners LLC,2019.4.1,NY,10001,Private Equity Firm,5600,IVC,1,
Kain Capital LLC,2017.1.1,NY,10022,Private Equity Firm,5600,IVC,1,
Kainos Capital LP,2011.5.24,TX,75201,Private Equity Firm,1920,IVC,1,
Kairos Capital Partners LLC,2007.1.1,MA,2090,Private Equity Firm,1120,IVC,1,
Kairos Investment Management Company LLC,2014.1.1,CA,92688,Private Equity Firm,5945,IVC,1,
Kairos Managers LLC,2008.1.1,NY,10012,Incubator/Development Program,0,Non-Financial,1,
Kairos Partners II LP,2002.4.5,NY,10001,Incubator/Development Program,5600,Non-Financial,1,
Kairos Venture Investments LLC,2015.1.1,CA,90210,Private Equity Firm,4480,IVC,1,
Kairos Ventures LLC,2016.1.1,CA,90210,Corporate PE/Venture,4480,CVC,1,
Kaiser Electronics Inc,2002.1.1,CA,95134,Corporate PE/Venture,7400,CVC,1,
Kaiser Permanente Ventures LLC,1997.1.1,CA,94612,Corporate PE/Venture,5775,CVC,1,
Kaktus Capital Inc,2010.1.25,WY,83001,Private Equity Firm,0,IVC,1,
Kaleidos Management LLC,2022.1.1,CA,94941,Private Equity Firm,7360,IVC,1,
Kamine Development Corp,2021.1.1,NJ,7921,Private Equity Firm,0,IVC,1,
Kaminski Engles Capital Corp,1983.1.1,UN,NA,Bank Affiliated,0,Financial,1,
Kamylon Capital LLC,2006.1.1,MA,2481,Private Equity Firm,1120,IVC,1,
Kanberi Partners,1985.1.1,NY,10022,Individuals,5600,Angel,1,
Kanders & Company Inc,1969.1.1,CT,6901,Investment Management Firm,8040,Financial,1,
Kane-Miller Corp,1989.1.1,NY,10591,Private Equity Firm,5600,IVC,1,
Kansas Technology Enterprise Corp,1987.1.1,KS,66612,Government Affiliated Program,8440,Non-Financial,1,
Kansas Venture Capital Inc,1977.1.1,KS,66210,SBIC,3760,Financial,1,
Kapital Group OOO,2013.5.29,MA,2142,Private Equity Firm,1120,IVC,1,
Kaplan Inc,1999.1.1,NY,10106,Corporate PE/Venture,5600,CVC,1,
Kaplan VC LLC,2010.1.1,FL,33309,Corporate PE/Venture,2680,CVC,1,
Kapor Capital,2010.1.1,CA,94612,Private Equity Firm,5775,IVC,1,
Karlani Capital LLC,2013.1.1,NY,10115,Private Equity Firm,5600,IVC,1,
Karlin Real Estate LLC,2009.1.1,CA,90025,Private Equity Firm,4480,IVC,1,
Karlin Ventures,2012.8.1,CA,90025,Private Equity Firm,4480,IVC,1,
Karmel Capital LLC,2013.1.1,CA,92122,Private Equity Firm,7320,IVC,1,
Karpreilly LLC,2006.1.1,CT,6830,Private Equity Firm,8040,IVC,1,
Kasinov Salim,1982.1.1,UN,NA,Corporate PE/Venture,0,CVC,1,
Kasten Capital LP,2000.1.1,IL,62269,Private Equity Firm,7040,IVC,1,
Katalyst Venture Partners I Management LP,1999.1.1,PA,19428,Incubator/Development Program,6160,Non-Financial,1,
Katalyst Ventures Management LLC,2013.5.22,CA,94107,Private Equity Firm,7360,IVC,1,
Katz Capital Management LLC,2019.1.1,FL,33602,Private Equity Firm,8280,IVC,1,
Kaufmann Fund Inc,1967.9.11,NY,10017,Investment Management Firm,5600,Financial,1,
Kaulig Capital,2016.1.1,OH,44236,Private Equity Firm,80,IVC,1,
Kawa Capital Management Inc,2009.6.19,FL,33180,Investment Management Firm,5000,Financial,1,
Kawn Ventures,2022.1.1,NY,10001,Incubator/Development Program,5600,Non-Financial,1,
Kayne Anderson Capital Advisors LP,1984.8.31,CA,90067,Private Equity Firm,4480,IVC,1,
Kb Partners LLC,1996.1.1,IL,60035,Private Equity Firm,1600,IVC,1,
Kca Partners Ltd,1993.1.1,CA,94104,Private Equity Firm,7360,IVC,1,
KdT GP LLC,2017.1.1,NC,28711,Private Equity Firm,480,IVC,1,
Keane D Souza Venture Capital LLC,2012.5.24,WI,53005,Private Equity Firm,5080,IVC,1,
Kearny Venture Partners LP,2001.1.1,CA,94108,Private Equity Firm,7360,IVC,1,
Keeler Investments Group LLC,2007.7.31,WA,98040,Corporate PE/Venture,7600,CVC,1,
Keeley Management Co,1983.1.1,PA,15001,Investment Management Firm,6280,Financial,1,
Keen Growth Capital Advisors LLC,2016.12.1,FL,34786,Private Equity Firm,5960,IVC,1,
Kegonsa Capital Partners LLC,2004.4.15,WI,53711,Private Equity Firm,4720,IVC,1,
Keiki Capital LLC,2018.6.26,CA,92651,Private Equity Firm,5945,IVC,1,
Keiretsu Forum,2000.1.1,CA,94563,Angel Group,5775,Angel,1,
Keiretsu Forum Mid-Atlantic LLC,2018.1.1,PA,19019,Angel Group,6160,Angel,1,
Keiretsu Ventures Inc,2014.11.1,WA,98102,Private Equity Firm,7600,IVC,1,
Keller Capital LLC,2012.1.1,TX,78746,Private Equity Firm,640,IVC,1,
Kellett Investment Corp,1996.1.1,WA,98033,Individuals,7600,Angel,1,
Kellner Capital LLC,1983.1.1,NY,10022,Private Equity Firm,5600,IVC,1,
Kelso & Company LP,1980.1.1,NY,10022,Bank Affiliated,5600,Financial,1,
Kelvion Uk Ltd,1984.1.1,UN,NA,Private Equity Firm,0,IVC,1,
Kemper Insurance Companies,2002.1.1,IL,60049,Insurance Firm Affiliate,1600,Financial,1,
Kemper Ventures LP,1999.1.1,NJ,8540,Private Equity Firm,8480,IVC,1,
Kendall Capital Associates LLC,2000.1.1,NC,28211,Bank Affiliated,1520,Financial,1,
Kendall Investments Llc,2006.1.1,MA,2138,Private Equity Advisor or Fund of Funds,1120,Financial,1,
Kenmare Capital Corp,1973.1.1,NY,10012,Private Equity Firm,5600,IVC,1,
Kenmont Capital Partners LP,1998.1.1,TX,77002,Private Equity Firm,3360,IVC,1,
Kennedy Lewis Investment Management LLC,2017.1.1,NY,10004,Investment Management Firm,5600,Financial,1,
Kennedy Wilson Inc,1977.1.1,CA,90212,Investment Management Firm,4480,Financial,1,
Kenner & Company Inc,1986.1.1,NY,10022,Private Equity Firm,5600,IVC,1,
Kensington Capital Holdings LLC,2019.1.1,MA,2035,Private Equity Firm,1120,IVC,1,
Kensington Capital Partners LLC,1999.1.1,NY,11218,Private Equity Firm,5600,IVC,1,
Kensington Technology Partners LLC,1989.1.1,CA,94403,Corporate PE/Venture,7360,CVC,1,
Kenson Ventures LLC,1999.1.1,CA,94301,Private Equity Firm,7400,IVC,1,
Kentucky Highlands Investment Corp,1968.1.1,KY,40743,Investment Management Firm,0,Financial,1,
Kentucky Seed Capital Fund,2005.1.1,KY,40202,Private Equity Firm,4520,IVC,1,
Kentucky Select Fund LLC,2020.12.18,KY,40223,Angel Group,4520,Angel,1,
Kepha Partners,2006.1.1,MA,2451,Private Equity Firm,1120,IVC,1,
Kepler Ventures LLC,2016.1.1,CA,91761,Private Equity Firm,6780,IVC,1,
Kera Capital Partners Inc,2021.1.1,UT,84098,Private Equity Firm,0,IVC,1,
Kern Venture Group LLC,2018.1.1,CA,93309,Angel Group,680,Angel,1,
Kern Whelan Capital LLC,2007.1.1,CA,94939,Private Equity Firm,7360,IVC,1,
Kernel Labs Inc,2016.1.1,WA,98195,Incubator/Development Program,7600,Non-Financial,1,
Kerpen Ventures,1969.1.1,NY,10001,Private Equity Firm,5600,IVC,1,
Kerry Lake Co,1981.1.1,UN,NA,Private Equity Firm,0,IVC,1,
Keshif Ventures LLC,2012.1.1,CA,92075,Private Equity Firm,7320,IVC,1,
Kestrel Energy Partners LLC,2005.4.5,NY,11747,Private Equity Firm,5380,IVC,1,
Kestrel Management LLC,1996.6.1,WI,53713,Service Provider,4720,Other,1,
Ketch Ventures LLC,2017.1.1,NY,10001,Private Equity Firm,5600,IVC,1,
Kettle Partners,1997.1.1,IL,60610,Private Equity Firm,1600,IVC,1,
Kettledrum LLC,2019.1.1,OH,44114,Private Equity Firm,1680,IVC,1,
Key Bridge Partners LLC,2007.1.4,MD,20813,Private Equity Firm,8840,IVC,1,
Key Mezzanine Capital Management Company LLC,1998.1.1,OH,44114,Bank Affiliated,1680,Financial,1,
Key Venture Capital Corp,1983.1.1,FL,32004,Bank Affiliated,3600,Financial,1,
Key Venture Partners,2003.1.1,MA,2110,Bank Affiliated,1120,Financial,1,
KeyBanc Capital Markets Inc,1983.5.18,OH,44114,Bank Affiliated,1680,Financial,1,
KeyNote Ventures LLC,1995.1.1,CA,94025,Private Equity Firm,7360,IVC,1,
Keycity Capital LLC,2018.1.1,TX,76092,Private Equity Firm,2800,IVC,1,
Keyframe Capital Partners LP,2019.1.1,NY,10022,Private Equity Firm,5600,IVC,1,
Keyspan Corp,1999.1.1,NY,11201,Corporate PE/Venture,5600,CVC,1,
Keystone Capital Inc,1994.1.1,IL,60606,Private Equity Firm,1600,IVC,1,
Keystone Capital Partners LLC,2019.1.1,NY,10038,Private Equity Firm,5600,IVC,1,
Keystone Investments Inc De,1988.1.1,TX,76102,Individuals,2800,Angel,1,
Keystone Minority Capitol Fund LP,1994.1.1,PA,15219,Private Equity Firm,6280,IVC,1,
Keystone National Group LLC,2019.9.9,CA,94583,Private Equity Advisor or Fund of Funds,5775,Financial,1,
Keystone Property Group,1991.1.1,PA,19004,Private Equity Firm,6160,IVC,1,
Keystone Venture Capital Management Co,1982.1.1,PA,19103,Private Equity Firm,6160,IVC,1,
Khosla Ventures LLC,2004.1.1,CA,94025,Private Equity Firm,7360,IVC,1,
Kian Capital Partners LLC,2011.1.1,NC,28209,Private Equity Firm,1520,IVC,1,
Kicker Ventures LLC,2021.1.1,CA,94070,Private Equity Firm,7360,IVC,1,
Kickstart Seed Fund LP,2008.1.1,UT,84121,Private Equity Firm,7160,IVC,1,
Kidd & Company LLC,1982.1.1,CT,6870,Private Equity Firm,8040,IVC,1,
Kiddar Capital LLC,2007.1.1,VA,22046,Private Equity Firm,8840,IVC,1,
Kidder Peabody & Co Inc,1969.1.1,NY,501,Bank Affiliated,5380,Financial,1,
Kidston Family Companies LLC,2010.1.1,OH,43554,Private Equity Firm,0,IVC,1,
Kier Group LLC,1993.1.1,NY,10019,Private Equity Firm,5600,IVC,1,
Kiernan Ventures,2001.1.1,NY,10022,Private Equity Firm,5600,IVC,1,
Kii Capital LP,2010.7.1,CA,94403,Private Equity Firm,7360,IVC,1,
Kilonova Capital LLC,2017.1.1,CA,94129,Private Equity Firm,7360,IVC,1,
Kilroy Partners LLC,2020.1.1,FL,33427,Private Equity Firm,8960,IVC,1,
Kimball Manufacturing Co,1980.1.1,UN,NA,Corporate PE/Venture,0,CVC,1,
Kimberly-Clark Ventures LLC,1999.1.1,WI,54956,Corporate PE/Venture,460,CVC,1,
Kimmeridge Energy Management Company LLC,2012.1.1,NY,10011,Investment Management Firm,5600,Financial,1,
Kin Ventures Fund I LP,2021.1.1,WA,98004,Private Equity Firm,7600,IVC,1,
Kinderhook Industries LLC,2003.1.1,NY,10017,Private Equity Firm,5600,IVC,1,
Kindred Investments LLC,1984.1.1,UN,NA,Private Equity Firm,0,IVC,1,
Kindred Ventures LLC,2014.1.1,CA,94107,Private Equity Firm,7360,IVC,1,
Kinetic Ventures LLC,1985.1.1,MD,20815,Private Equity Firm,8840,IVC,1,
Kineticos Ventures,2021.1.1,NC,27615,Investment Management Firm,6640,Financial,1,
King Hill Capital,2007.1.1,MA,2493,Private Equity Firm,1120,IVC,1,
King Penguin Properties LLC,2016.1.1,NY,10036,Private Equity Firm,5600,IVC,1,
King Street Capital Management LP,1995.1.1,NY,10022,Investment Management Firm,5600,Financial,1,
King Street Properties LLC,2002.1.1,MA,2199,Private Equity Firm,1120,IVC,1,
Kingbird Investment Management LLC,2017.10.1,MA,2199,Private Equity Firm,1120,IVC,1,
Kingdon Capital Management LLC,1998.5.28,NY,10019,Private Equity Firm,5600,IVC,1,
Kingfish Group Inc,2004.10.19,CA,94108,Private Equity Firm,7360,IVC,1,
Kingfisher Investment Advisors LLC,2021.1.1,CA,94549,Private Equity Firm,5775,IVC,1,
Kingsbury Associates LP,1993.1.1,CA,92121,Private Equity Firm,7320,IVC,1,
Kingsman Capital LLC,2008.9.1,IL,60607,Private Equity Firm,1600,IVC,1,
Kingston Technology Company Inc,1999.1.1,CA,92708,Corporate PE/Venture,5945,CVC,1,
Kingswood Capital Management LP,2013.1.1,CA,90049,Private Equity Firm,4480,IVC,1,
Kiniciti LLC,2021.1.1,NY,10022,Private Equity Firm,5600,IVC,1,
Kinship Partners,1990.1.1,CO,80111,Private Equity Firm,2080,IVC,1,
Kinship Venture Management Inc,1990.3.1,CA,91790,Private Equity Firm,4480,IVC,1,
Kinsman Capital LLC,1998.10.1,CA,92122,Private Equity Firm,7320,IVC,1,
Kinzan Inc,2002.1.1,CA,92008,Corporate PE/Venture,7320,CVC,1,
Kinzie Capital Partners LLC,2017.1.1,IL,60602,Private Equity Firm,1600,IVC,1,
Kiplin Capital LLC,2016.10.5,MA,1742,Private Equity Firm,1120,IVC,1,
Kips Bay Partners LLC,2005.1.1,MN,55391,Private Equity Firm,5120,IVC,1,
Kirenaga Partners LLC,2013.6.13,FL,32801,Private Equity Firm,5960,IVC,1,
Kirin Brewery Of America LLC,2006.1.1,UN,NA,Private Equity Firm,0,IVC,1,
"Kirlan Venture Capital, Inc.",1991.1.1,WA,98119,Private Equity Advisor or Fund of Funds,7600,Financial,1,
Kirp,1982.1.1,UN,NA,Private Equity Firm,0,IVC,1,
Kirshenbaum Bond Senecal & Partners LLC,2011.1.1,NY,10013,Corporate PE/Venture,5600,CVC,1,
Kirtland Capital Corp,1977.1.1,OH,44122,Private Equity Firm,1680,IVC,1,
Kiso Capital Management LLC,2018.1.1,CA,95113,Private Equity Firm,7400,IVC,1,
Kistler Associates,1969.1.1,NY,501,Other,5380,Other,1,
Kistler Investment Co,1981.1.1,UN,NA,Private Equity Firm,0,IVC,1,
Kitchen Fund LP,2016.1.1,NY,10022,Private Equity Firm,5600,IVC,1,
Kitty Hawk Capital Inc,1980.1.1,NC,28211,Private Equity Firm,1520,IVC,1,
KittyFund,2015.1.1,CA,92121,Private Equity Firm,7320,IVC,1,
Kittycat Capital LLC,2018.1.1,MI,48640,Private Equity Firm,6960,IVC,1,
Kittyhawk Ventures,2015.1.1,CA,90405,Private Equity Firm,4480,IVC,1,
Kiwi Venture Partners LLC,2014.1.1,NY,10017,Private Equity Firm,5600,IVC,1,
Klaff Realty LP,1987.1.1,IL,60601,Private Equity Firm,1600,IVC,1,
Klein Venture Partners LLC,2008.1.1,CA,95014,Angel Group,7400,Angel,1,
Kleiner Perkins Caufield & Byers LLC,1972.1.1,CA,94025,Private Equity Firm,7360,IVC,1,
Kline Hawkes & Co,1994.1.1,CA,90049,Private Equity Firm,4480,IVC,1,
Kline Hill Partners LLC,2015.9.15,CT,6830,Private Equity Advisor or Fund of Funds,8040,Financial,1,
Klingenstein Fields Venture Fund LP,2017.10.24,NY,10017,Investment Management Firm,5600,Financial,1,
Klm Capital Management Inc,1996.1.1,CA,95054,Private Equity Firm,7400,IVC,1,
Kluge Subotnick Perkowski & Co,1989.1.1,NY,10019,Bank Affiliated,5600,Financial,1,
Kluz Ventures LLC,2016.4.14,DC,20036,Private Equity Firm,8840,IVC,1,
Kme Ventures LLC,1969.1.1,UN,NA,Other,0,Other,1,
Knickerbocker LLC,1999.1.1,NJ,7934,Private Equity Firm,5015,IVC,1,
Knighthead Capital Management LLC,2008.1.1,NY,10017,Private Equity Firm,5600,IVC,1,
Knightsbridge Advisers Inc,1983.1.1,MA,2140,Private Equity Advisor or Fund of Funds,1120,Financial,1,
Knightsbridge Management LLC,1989.1.1,NY,10022,Private Equity Firm,5600,IVC,1,
Knightsgate Management LLC,2018.1.1,TX,77002,Private Equity Firm,3360,IVC,1,
Knob Hill Partners LLC,2008.1.1,MA,2130,Private Equity Firm,0,IVC,1,
Knoll Capital Management LP,1989.1.1,NY,10017,Private Equity Firm,5600,IVC,1,
Knoll Ventures Ecp LLC,2013.1.1,GA,30308,Private Equity Firm,520,IVC,1,
Knollwood Investments,1969.1.1,UN,NA,Other,0,Other,1,
Knology Inc,2002.1.1,GA,31833,Corporate PE/Venture,0,CVC,1,
KnowBe4 Ventures,2022.8.5,FL,33755,Corporate PE/Venture,8280,CVC,1,
Knowledge Universe Inc,2002.1.1,CA,94027,Corporate PE/Venture,7360,CVC,1,
Knox Capital LLC,2013.1.1,IL,60654,Private Equity Firm,1600,IVC,1,
Knox Lane LP,2020.1.1,CA,94111,Private Equity Firm,7360,IVC,1,
Koa Capital Partners LLC,2014.9.23,HI,96821,Private Equity Firm,3320,IVC,1,
Koa Labs LLC,2012.1.1,MA,2138,Private Equity Firm,1120,IVC,1,
Koax Investment Partners LLC,1969.1.1,CT,6511,Private Equity Firm,5480,IVC,1,
Kobe Steel USA Inc,1989.1.1,CA,95112,Corporate PE/Venture,7400,CVC,1,
Koch Disruptive Technologies LLC,2017.11.1,KS,67220,Corporate PE/Venture,9040,CVC,1,
Koch Equity Development LLC,2002.6.25,KS,67201,Corporate PE/Venture,9040,CVC,1,
Koch Industries Inc,1968.1.1,KS,67220,Corporate PE/Venture,9040,CVC,1,
Koch Strategic Platforms LLC,2020.1.1,KS,67220,Private Equity Firm,9040,IVC,1,
Koch Ventures L L C,1997.11.1,TX,75225,Bank Affiliated,1920,Financial,1,
Koda Enterprises Group LLC,1989.1.1,MA,2453,Private Equity Firm,0,IVC,1,
Kodak External Alliances,1997.1.1,NY,14650,Corporate PE/Venture,6840,CVC,1,
Kodem Growth Partners,2018.1.1,NY,10019,Private Equity Firm,5600,IVC,1,
Kodiak Capital Group LLC,2009.1.1,CA,92660,Private Equity Firm,5945,IVC,1,
Kodiak Venture Partners LP,1999.1.1,MA,2455,Private Equity Firm,1120,IVC,1,
Koerner Capital LLC,2000.1.1,LA,70112,Private Equity Firm,5560,IVC,1,
KohFounders Management LLC,2014.1.1,CA,90064,Private Equity Firm,4480,IVC,1,
Kohlberg & Co LLC,1987.8.8,NY,10549,Private Equity Firm,5600,IVC,1,
Kohlberg Ventures LLC,2008.4.28,CA,94028,Private Equity Firm,7360,IVC,1,
Kokopelli Capital Corp,2006.1.5,CO,80304,Private Equity Firm,1125,IVC,1,
Kolmorgen Corp,1987.1.1,MA,2451,Corporate PE/Venture,1120,CVC,1,
Kolohala Ventures,2006.1.1,HI,96813,Private Equity Firm,3320,IVC,1,
Komatsu America International Co,1970.1.1,IL,60061,Corporate PE/Venture,1600,CVC,1,
Kong Capital LLC,2019.1.1,TX,78703,Private Equity Firm,640,IVC,1,
Konglo Ventures,2013.1.1,PA,19191,Private Equity Firm,6160,IVC,1,
Konkordia Capital LLC,2020.1.1,FL,33131,Private Equity Firm,5000,IVC,1,
Kontron AG,1962.1.1,UN,NA,Other,0,Other,1,
Konvoy Capital LLC,2019.1.1,CO,80202,Private Equity Firm,2080,IVC,1,
Kor Real Estate Partners LLC,1999.1.1,CA,90401,Private Equity Firm,4480,IVC,1,
Kora Management LP,2013.1.1,NY,11201,Investment Management Firm,5600,Financial,1,
Kormeli LLC,2011.1.1,MA,1803,Private Equity Firm,1120,IVC,1,
Koshland,1981.1.1,UN,NA,Private Equity Firm,0,IVC,1,
Kosinski Ventures,2015.1.1,NY,10001,Private Equity Firm,5600,IVC,1,
Koz Com Inc,2002.1.1,NC,27703,Corporate PE/Venture,6640,CVC,1,
Kpe Ventures,1999.1.1,NY,10003,Incubator/Development Program,5600,Non-Financial,1,
Kpg Funds,2014.1.1,NY,10003,Private Equity Firm,5600,IVC,1,
Kpg Ventures Inc,1969.1.1,CA,94549,Private Equity Firm,5775,IVC,1,
Kpp Inc,1998.1.1,OH,44114,Investment Management Firm,1680,Financial,1,
Kraft Group LLC,1963.1.1,MA,2035,Private Equity Firm,1120,IVC,1,
Kraken Ventures,2021.1.1,CA,94108,Private Equity Firm,7360,IVC,1,
Kranos Capital,2014.1.1,NY,10005,Private Equity Firm,5600,IVC,1,
Kratos Defense and Security Solutions Inc,1994.12.19,CA,92131,Corporate PE/Venture,7320,CVC,1,
Kreinces Capital Management LLC,1999.1.1,CA,91320,Private Equity Firm,8735,IVC,1,
Kriegsman Group,2001.1.1,CA,90049,Private Equity Firm,4480,IVC,1,
Krillion Ventures LLC,2014.1.31,FL,33157,Private Equity Firm,5000,IVC,1,
Kriya Capital LLC,2017.1.1,TX,75248,Private Equity Firm,1920,IVC,1,
Kroad Ventures,2000.1.1,NY,10017,Private Equity Firm,5600,IVC,1,
Kroger Co Zero Hunger Zero Waste Foundation,2021.1.1,OH,45202,Incubator/Development Program,1640,Non-Financial,1,
Kronos Worldwide Inc,1989.10.13,MA,1824,Corporate PE/Venture,4560,CVC,1,
Kt Venture Group LLC,2000.1.1,CA,95035,Corporate PE/Venture,7400,CVC,1,
Kubera Partners LLC,2006.12.31,NY,11530,Private Equity Firm,5380,IVC,1,
Kubera Venture Capital Group LLC,2020.1.1,CO,80205,Private Equity Firm,2080,IVC,1,
Kuhn Loeb & Co,1998.1.1,NY,10022,Bank Affiliated,5600,Financial,1,
Kupanda Capital LLC,2012.3.22,DC,20001,Incubator/Development Program,8840,Non-Financial,1,
Kuramo Capital Management LLC,2010.10.22,NY,10110,Investment Management Firm,5600,Financial,1,
Kuwait International,1969.1.1,UN,NA,Other,0,Other,1,
Kwai Financial Inc,2000.1.1,CA,90403,Corporate PE/Venture,4480,CVC,1,
Kyber Capital LLC,2015.1.1,UN,NA,Private Equity Firm,0,IVC,1,
L & H Investment Co NV,1999.1.1,MA,1803,Corporate PE/Venture,1120,CVC,1,
L Capital Inc,2016.1.1,CA,94114,Corporate PE/Venture,7360,CVC,1,
L Capital Partners Sbic LP,2004.1.1,NY,10022,Private Equity Firm,5600,IVC,1,
L H Alton & Co,1971.1.1,CA,94111,Bank Affiliated,7360,Financial,1,
L H Friend Weinress Frankson & Presson Inc,2002.1.1,CA,92612,Corporate PE/Venture,5945,CVC,1,
L J Johnson & Co,1978.5.1,MI,48103,Private Equity Firm,440,IVC,1,
L Squared Capital Partners LLC,2014.1.1,CA,92663,Private Equity Firm,5945,IVC,1,
L&B Realty Advisors /TX/ /Adv Inc,1965.8.1,TX,75206,Investment Management Firm,1920,Financial,1,
L&L Capital Partners LLC,1998.1.1,CT,6897,Private Equity Firm,8040,IVC,1,
L'Attitude Ventures LLC,2020.1.1,CA,92130,Investment Management Firm,7320,Financial,1,
L-Squared L P,1984.1.1,UN,NA,Private Equity Firm,0,IVC,1,
L2 Capital Partners LP,2011.1.1,PA,19333,Private Equity Firm,6160,IVC,1,
L2 Point Management LLC,2021.1.1,CA,94109,Private Equity Firm,7360,IVC,1,
L2 Ventures,2020.1.1,NY,10001,Private Equity Firm,5600,IVC,1,
